Gene_ID	start	end	strand
MPAO1_04110	846880	847443	-
MPAO1_04115	847579	848511	-
MPAO1_04120	848592	849020	+
MPAO1_04125	849085	851493	-
MPAO1_04130	851836	852654	+
MPAO1_04135	852704	853162	-
MPAO1_04140	853294	854784	+
MPAO1_04145	854800	855126	-
MPAO1_04150	855188	856897	-
MPAO1_04155	857202	857918	+
MPAO1_04160	857929	858960	-
MPAO1_04165	858957	859979	-
MPAO1_04170	860010	860915	-
MPAO1_04175	861041	861838	+
MPAO1_04180	861845	862633	-
MPAO1_04185	862889	864973	+
MPAO1_04190	865041	866348	+
MPAO1_04195	866784	867452	+
MPAO1_04200	867536	868627	-
MPAO1_04205	868641	869753	-
MPAO1_04210	869750	870769	-
MPAO1_04215	870802	871776	-
MPAO1_04220	871799	872839	-
MPAO1_04225	872836	873636	-
MPAO1_04230	873968	875845	+
MPAO1_04235	875915	876661	+
MPAO1_04240	876648	877538	-
MPAO1_04245	877634	879049	-
MPAO1_04250	879049	881208	-
MPAO1_04255	881218	882474	-
MPAO1_04260	882571	882870	-
MPAO1_04265	883179	884972	-
MPAO1_04270	885104	885403	-
MPAO1_04275	885760	886053	-
MPAO1_04280	886162	887400	+
MPAO1_04285	887429	888685	-
MPAO1_04290	889050	890258	+
MPAO1_04295	890344	890766	+
MPAO1_04300	890782	891024	-
MPAO1_04305	891108	892535	-
MPAO1_04310	892799	894214	-
MPAO1_04315	894312	896033	-
MPAO1_04320	896139	897812	+
MPAO1_04325	897809	898297	+
MPAO1_04330	898379	899185	-
MPAO1_04335	899198	900001	-
MPAO1_04340	900019	901323	-
MPAO1_04345	901416	901808	-
MPAO1_04350	901819	902742	-
MPAO1_04355	902874	904334	-
MPAO1_04360	904331	905110	-
MPAO1_04365	905121	905780	-
MPAO1_04370	906000	906911	+
MPAO1_04375	906963	907769	+
MPAO1_04380	907893	908462	-
MPAO1_04385	908540	910726	-
MPAO1_04390	910754	911341	-
MPAO1_04395	911459	912844	-
MPAO1_04400	913264	913773	+
MPAO1_04405	913927	915117	+
MPAO1_04410	915245	919498	+
MPAO1_04415	919662	920060	-
MPAO1_04420	920125	921318	-
MPAO1_04425	921467	922357	+
MPAO1_04430	922374	922595	-
MPAO1_04435	922916	924160	-
MPAO1_04440	924484	924951	+
MPAO1_04445	925026	925856	+
MPAO1_04450	925849	926604	+
MPAO1_04455	926857	927366	-
MPAO1_04460	927398	928027	-
MPAO1_04465	928157	929461	-
MPAO1_04470	929458	930198	-
MPAO1_04475	930555	930815	+
MPAO1_04480	930816	932495	-
MPAO1_04485	932650	933954	-
MPAO1_04490	934039	934764	-
MPAO1_04495	934779	935837	-
MPAO1_04500	935834	937093	-
MPAO1_04505	937164	937697	-
MPAO1_04510	938016	938975	+
MPAO1_04515	939023	939439	+
MPAO1_04520	939503	940015	-
MPAO1_04525	940044	941606	-
MPAO1_04530	941772	942062	-
MPAO1_04535	942275	943036	-
MPAO1_04540	943033	944418	-
MPAO1_04545	944427	945251	-
MPAO1_04550	945724	946293	+
MPAO1_04555	946324	947070	+
MPAO1_04560	947392	949926	+
MPAO1_04560	947392	949926	+
MPAO1_04565	949923	950663	+
MPAO1_04570	950751	953807	+
MPAO1_04575	953907	955052	+
MPAO1_04580	955697	956341	+
MPAO1_04585	956356	957045	-
MPAO1_04590	957118	960093	-
MPAO1_04595	960303	960509	-
MPAO1_04600	960506	960880	-
MPAO1_04605	960987	961823	+
MPAO1_04610	961820	962488	-
MPAO1_04615	962717	964204	+
MPAO1_04620	964372	965862	+
MPAO1_04625	965837	966415	+
MPAO1_04630	966576	967526	+
MPAO1_04635	967795	968679	+
MPAO1_04640	968672	969601	+
MPAO1_04645	969602	969958	-
MPAO1_04650	970042	970740	-
MPAO1_04655	970888	971406	-
MPAO1_04660	971424	972689	-
MPAO1_04665	972692	973396	-
MPAO1_04670	973485	974075	-
MPAO1_04675	974208	974564	+
MPAO1_04680	974589	975458	-
MPAO1_04685	975530	976192	-
MPAO1_04690	976189	976659	-
MPAO1_04695	976646	976873	+
MPAO1_04700	976845	977309	+
MPAO1_04705	977306	978427	+
MPAO1_04710	978855	979514	+
MPAO1_04715	979541	980638	+
MPAO1_04720	980756	981232	+
MPAO1_04725	981229	981708	+
MPAO1_04730	981727	982695	+
MPAO1_04735	982688	983203	+
MPAO1_04740	983212	983958	+
MPAO1_04745	983961	984605	+
MPAO1_04750	984736	985353	+
MPAO1_04755	985350	985769	+
MPAO1_04760	985769	986566	+
MPAO1_04765	986918	988801	-
MPAO1_04770	988910	989797	-
MPAO1_04775	989794	990036	-
MPAO1_04780	990194	991363	+
MPAO1_04785	991595	992602	-
MPAO1_04790	992604	994406	-
MPAO1_04795	994416	995150	-
MPAO1_04800	995147	996073	-
MPAO1_04805	996478	998778	-
MPAO1_04810	998797	999798	-
MPAO1_04815	999964	1000653	-
MPAO1_04820	1001000	1001269	-
MPAO1_04825	1001464	1002180	+
MPAO1_04830	1002272	1002799	-
MPAO1_04835	1002879	1003709	-
MPAO1_04840	1003712	1004377	-
MPAO1_04845	1004571	1006154	+
MPAO1_04850	1006047	1006940	-
MPAO1_04855	1006990	1007451	-
MPAO1_04860	1007614	1008435	-
MPAO1_04865	1008446	1009840	-
MPAO1_04870	1009899	1011347	-
MPAO1_04875	1011557	1013077	-
MPAO1_04880	1013416	1015347	+
MPAO1_04885	1015505	1016860	+
MPAO1_04890	1016869	1017498	+
MPAO1_04895	1017482	1017775	+
MPAO1_04900	1017795	1018436	-
MPAO1_04905	1018483	1020222	-
MPAO1_04910	1020412	1020867	-
MPAO1_04915	1021061	1021423	+
MPAO1_04920	1021423	1022133	+
MPAO1_04925	1022153	1022746	+
MPAO1_04930	1022757	1024070	-
MPAO1_04935	1024067	1024786	-
MPAO1_04940	1024850	1025707	+
MPAO1_04945	1025715	1026938	-
MPAO1_04950	1027236	1028501	+
MPAO1_04955	1028501	1029145	+
MPAO1_04960	1029168	1029524	+
MPAO1_04965	1029532	1029999	+
MPAO1_04970	1030012	1031952	+
MPAO1_04975	1031984	1033087	+
MPAO1_04980	1033096	1034118	+
MPAO1_04985	1034115	1035143	+
MPAO1_04990	1035209	1036369	+
MPAO1_04995	1036440	1036721	+
MPAO1_05000	1036721	1037374	+
MPAO1_05005	1037371	1038354	+
MPAO1_05010	1038500	1039393	-
MPAO1_05015	1039499	1040389	+
MPAO1_05020	1040709	1041725	-
MPAO1_05025	1041871	1043217	-
MPAO1_05030	1043354	1043677	+
MPAO1_05035	1043793	1043945	-
MPAO1_05040	1044037	1045074	-
MPAO1_05045	1045112	1045735	-
MPAO1_05050	1045802	1048423	-
MPAO1_05055	1048594	1049025	+
MPAO1_05060	1049098	1049859	+
MPAO1_05065	1049909	1051444	-
MPAO1_05070	1051630	1052469	-
MPAO1_05075	1052466	1052948	-
MPAO1_05080	1052938	1053960	-
MPAO1_05085	1054129	1055469	-
MPAO1_05090	1055598	1055930	+
MPAO1_05095	1055946	1056494	-
MPAO1_05100	1056703	1057986	-
MPAO1_05105	1058024	1058653	-
MPAO1_05110	1058664	1059461	-
MPAO1_05115	1059672	1062059	+
MPAO1_05120	1062165	1062812	+
MPAO1_05125	1062809	1064458	+
MPAO1_05130	1064470	1064901	+
MPAO1_05135	1064956	1066455	+
MPAO1_05140	1066606	1067172	+
MPAO1_05145	1067130	1068215	-
MPAO1_05150	1068354	1068923	+
MPAO1_05155	1068957	1069349	-
MPAO1_05160	1069450	1069659	-
MPAO1_05165	1069861	1070370	-
MPAO1_05170	1070818	1071501	+
MPAO1_05175	1071494	1072390	-
MPAO1_05180	1072479	1072895	-
MPAO1_05185	1073037	1075553	+
MPAO1_05190	1075564	1075971	-
MPAO1_05195	1075995	1076729	-
MPAO1_05200	1076819	1077958	-
MPAO1_05205	1078020	1078856	+
MPAO1_05210	1078863	1079297	-
MPAO1_05215	1079364	1080020	-
MPAO1_05220	1080104	1081198	-
MPAO1_05225	1081356	1081937	-
MPAO1_05230	1082037	1082753	+
MPAO1_05235	1082819	1083322	+
MPAO1_05240	1083400	1084749	+
MPAO1_05245	1084772	1086013	-
MPAO1_05250	1086002	1086220	+
MPAO1_05255	1086307	1086936	-
MPAO1_05260	1087218	1088396	+
MPAO1_05265	1088498	1092136	+
MPAO1_05270	1092351	1092941	+
MPAO1_05275	1092968	1093546	+
MPAO1_05280	1093549	1095144	+
MPAO1_05285	1095178	1096047	+
MPAO1_05290	1096044	1096640	+
MPAO1_05295	1096764	1097045	-
MPAO1_05300	1097414	1098334	+
MPAO1_05305	1098539	1099552	+
MPAO1_05310	1099617	1100408	+
MPAO1_05315	1100398	1101216	+
MPAO1_05320	1101323	1102156	+
MPAO1_05325	1102319	1104355	+
MPAO1_05330	1104463	1106424	-
MPAO1_05335	1106614	1107588	-
MPAO1_05340	1107763	1108542	-
MPAO1_05345	1108980	1110446	+
MPAO1_05350	1110450	1111457	+
MPAO1_05355	1111471	1111641	+
MPAO1_05360	1111922	1112710	-
MPAO1_05365	1112812	1113993	+
MPAO1_05370	1114050	1115225	-
MPAO1_05375	1115407	1117089	+
MPAO1_05380	1117050	1117253	+
MPAO1_05385	1117301	1119226	+
MPAO1_05390	1119287	1120654	+
MPAO1_05395	1120987	1123707	+
MPAO1_05400	1123739	1126117	-
MPAO1_05405	1126441	1126632	-
MPAO1_05410	1126621	1128012	+
MPAO1_05415	1128261	1128743	+
MPAO1_05420	1128740	1128991	+
MPAO1_05425	1128996	1129448	+
MPAO1_05430	1129549	1130106	+
MPAO1_05435	1130103	1131326	+
MPAO1_05440	1131441	1132436	+
MPAO1_05445	1132448	1133338	+
MPAO1_05450	1133332	1133847	+
MPAO1_05455	1134099	1135661	+
MPAO1_05460	1135698	1138037	+
MPAO1_05465	1138617	1139336	-
MPAO1_05470	1139333	1140118	-
MPAO1_05475	1140115	1140498	-
MPAO1_05480	1140491	1141018	-
MPAO1_05485	1141015	1141410	-
MPAO1_05490	1141796	1143379	-
MPAO1_05495	1143600	1144061	+
MPAO1_05500	1144157	1146511	-
MPAO1_05505	1146606	1147559	-
MPAO1_05510	1147556	1148065	-
MPAO1_05515	1148166	1149047	-
MPAO1_05520	1149173	1150075	+
MPAO1_05525	1150093	1151070	-
MPAO1_05530	1151165	1152118	-
MPAO1_05535	1152364	1153854	+
MPAO1_05540	1153851	1156046	+
MPAO1_05545	1156036	1156236	+
MPAO1_05550	1156273	1157181	+
MPAO1_05555	1157309	1158472	-
MPAO1_05560	1158485	1159147	-
MPAO1_05565	1159147	1160082	-
MPAO1_05570	1160082	1160804	-
MPAO1_05575	1160948	1161172	-
MPAO1_05580	1161246	1162520	+
MPAO1_05585	1162579	1162824	-
MPAO1_05590	1162854	1163753	-
MPAO1_05595	1163858	1164514	-
MPAO1_05600	1164609	1164995	-
MPAO1_05605	1165016	1165846	-
MPAO1_05610	1165933	1166682	-
MPAO1_05615	1166698	1167162	-
MPAO1_05620	1167334	1167729	-
MPAO1_05625	1167814	1168473	-
MPAO1_05630	1168470	1170338	-
MPAO1_05635	1170513	1171808	+
MPAO1_05640	1171820	1173226	+
MPAO1_05645	1173302	1177087	+
MPAO1_05650	1177099	1178640	+
MPAO1_05655	1178646	1179386	+
MPAO1_05660	1179389	1180072	+
MPAO1_05665	1180127	1180945	+
MPAO1_05670	1181002	1181991	+
MPAO1_05675	1182312	1182695	-
MPAO1_05680	1182886	1184471	-
MPAO1_05685	1184452	1185027	-
MPAO1_05690	1185972	1187651	+
MPAO1_05695	1187651	1187989	+
MPAO1_05700	1188953	1189744	+
MPAO1_05705	1189768	1190400	-
MPAO1_05710	1190463	1191590	-
MPAO1_05715	1191613	1192560	-
MPAO1_05720	1192721	1194292	-
MPAO1_05725	1194261	1194506	-
MPAO1_05730	1194528	1196426	+
MPAO1_05735	1196442	1197089	-
MPAO1_05740	1197386	1198411	+
MPAO1_05745	1198523	1199239	+
MPAO1_05750	1199310	1199792	+
MPAO1_05755	1199859	1200560	+
MPAO1_05760	1200553	1200867	+
MPAO1_05765	1200896	1201585	+
MPAO1_05770	1201706	1202641	+
MPAO1_05775	1202645	1203397	+
MPAO1_05780	1203486	1204397	+
MPAO1_05785	1204440	1205444	-
MPAO1_05790	1205537	1206892	-
MPAO1_05795	1206966	1207436	-
MPAO1_05800	1207540	1208082	+
MPAO1_05805	1208072	1208968	-
MPAO1_05810	1209092	1209703	+
MPAO1_05815	1209833	1210018	+
MPAO1_05820	1210308	1210658	-
MPAO1_05825	1210672	1210851	-
MPAO1_05830	1210846	1212207	+
MPAO1_05835	1212297	1213307	-
MPAO1_05840	1213399	1215231	-
MPAO1_05845	1215350	1216144	-
MPAO1_05850	1216147	1217037	-
MPAO1_05855	1217121	1218098	-
MPAO1_05860	1218350	1218610	+
MPAO1_05865	1220743	1221093	+
MPAO1_05870	1221140	1223992	-
MPAO1_05875	1224113	1224481	-
MPAO1_05880	1224493	1224921	-
MPAO1_05885	1224918	1226405	-
MPAO1_05890	1226742	1227554	+
MPAO1_05895	1227638	1228561	+
MPAO1_05900	1228753	1229871	+
MPAO1_05905	1229864	1230931	+
MPAO1_05910	1231063	1231560	-
MPAO1_05915	1231690	1233270	+
MPAO1_05920	1233596	1233682	-
MPAO1_05925	1233785	1234828	+
MPAO1_05930	1234841	1235959	+
MPAO1_05935	1236003	1236341	+
MPAO1_05940	1236401	1238263	+
MPAO1_05945	1238274	1239194	+
MPAO1_05950	1239378	1239926	+
MPAO1_05955	1240031	1240846	-
MPAO1_05960	1240998	1241771	+
MPAO1_05965	1241771	1242547	+
MPAO1_05970	1242692	1243183	+
MPAO1_05975	1243213	1244427	+
MPAO1_05980	1244463	1244849	+
MPAO1_05985	1244877	1245200	+
MPAO1_05990	1245208	1245729	+
MPAO1_05995	1245772	1247631	+
MPAO1_06000	1247638	1247976	+
MPAO1_06005	1248003	1248203	+
MPAO1_06010	1248447	1248878	+
MPAO1_06015	1248903	1250042	+
MPAO1_06020	1250060	1250818	+
MPAO1_06020	1250060	1250818	+
MPAO1_06025	1250815	1251858	+
MPAO1_06030	1251861	1252970	+
MPAO1_06035	1252989	1254278	+
MPAO1_06040	1254305	1254949	+
MPAO1_06045	1254951	1256093	+
MPAO1_06050	1256171	1257652	+
MPAO1_06050	1256171	1257652	+
MPAO1_06055	1257960	1259108	+
MPAO1_06060	1259096	1259890	+
MPAO1_06065	1260024	1260611	+
MPAO1_06070	1260699	1261649	-
MPAO1_06075	1261830	1262285	+
MPAO1_06080	1262339	1262671	+
MPAO1_06085	1262742	1264520	-
MPAO1_06090	1264892	1265353	+
MPAO1_06095	1265474	1267645	+
MPAO1_06100	1267710	1269125	+
MPAO1_06105	1269143	1269538	-
MPAO1_06110	1269624	1270472	-
MPAO1_06115	1270644	1271033	+
MPAO1_06120	1271163	1271639	+
MPAO1_06125	1271696	1272268	+
MPAO1_06130	1272303	1272932	-
MPAO1_06135	1273053	1274006	+
MPAO1_06140	1274003	1274764	-
MPAO1_06145	1274769	1276049	-
MPAO1_06150	1276046	1276540	-
MPAO1_06155	1276615	1277655	-
MPAO1_06160	1277807	1278742	-
MPAO1_06165	1278749	1280128	-
MPAO1_06170	1280165	1281073	-
MPAO1_06175	1281181	1281963	+
MPAO1_06180	1281948	1283090	-
MPAO1_06185	1283120	1284277	-
MPAO1_06190	1284290	1285186	-
MPAO1_06195	1285321	1286298	-
MPAO1_06200	1286562	1288031	+
MPAO1_06205	1288111	1289688	+
MPAO1_06210	1289850	1291241	+
MPAO1_06215	1291232	1291780	+
MPAO1_06220	1291863	1292204	-
MPAO1_06225	1292169	1293425	+
MPAO1_06230	1293551	1294135	+
MPAO1_06235	1294149	1295621	-
MPAO1_06240	1295908	1299804	+
MPAO1_06245	1299811	1300089	+
MPAO1_06250	1300269	1300586	+
MPAO1_06255	1300788	1302500	-
MPAO1_06260	1302525	1305053	-
MPAO1_06265	1305070	1306092	-
MPAO1_06270	1306089	1307180	-
MPAO1_06275	1307197	1307940	-
MPAO1_06280	1308183	1308683	-
MPAO1_06285	1308746	1309300	-
MPAO1_06290	1309441	1310052	+
MPAO1_06295	1310090	1310614	+
MPAO1_06300	1310611	1310805	+
MPAO1_06305	1310843	1312024	+
MPAO1_06310	1312026	1312775	+
MPAO1_06315	1312783	1314096	-
MPAO1_06320	1314243	1314362	-
MPAO1_06325	1314400	1315692	-
MPAO1_06330	1315705	1316505	-
MPAO1_06335	1316806	1318179	+
MPAO1_06340	1318389	1318640	+
MPAO1_06345	1318656	1319183	+
MPAO1_06350	1319190	1319948	+
MPAO1_06355	1319990	1320340	+
MPAO1_06360	1320492	1320917	+
MPAO1_06365	1320987	1321673	-
MPAO1_06370	1321786	1323621	-
MPAO1_06375	1323836	1324732	+
MPAO1_06380	1324859	1325587	+
MPAO1_06385	1325801	1327105	+
MPAO1_06390	1327158	1328567	+
MPAO1_06395	1328621	1329826	-
MPAO1_06400	1329867	1330223	+
MPAO1_06405	1330409	1331638	-
MPAO1_06410	1331943	1332563	+
MPAO1_06415	1332578	1333273	+
MPAO1_06420	1333329	1333970	+
MPAO1_06425	1334006	1336072	+
MPAO1_06430	1336222	1341462	+
MPAO1_06435	1341481	1342173	+
MPAO1_06440	1342280	1342819	+
MPAO1_06445	1342863	1344578	+
MPAO1_06450	1344865	1346361	+
MPAO1_06455	1346531	1347637	+
MPAO1_06460	1347826	1348176	+
MPAO1_06465	1348189	1348830	-
MPAO1_06470	1349035	1349460	+
MPAO1_06475	1349468	1349629	+
MPAO1_06480	1349777	1351018	+
MPAO1_06485	1351117	1351458	-
MPAO1_06490	1351669	1353375	+
MPAO1_06495	1353454	1354257	-
MPAO1_06500	1354378	1355019	-
MPAO1_06505	1355343	1357205	-
MPAO1_06510	1357527	1358222	+
MPAO1_06515	1358259	1359164	-
MPAO1_06520	1359336	1361009	+
MPAO1_06525	1361118	1362737	+
MPAO1_06530	1363004	1364632	+
MPAO1_06535	1364637	1365152	+
MPAO1_06540	1365149	1366417	+
MPAO1_06545	1366410	1367099	+
MPAO1_06550	1367096	1369405	+
MPAO1_06555	1369402	1370409	+
MPAO1_06560	1370517	1371560	+
MPAO1_06565	1371683	1372778	+
MPAO1_06570	1372959	1374464	+
MPAO1_06575	1374676	1375389	+
MPAO1_06580	1375486	1376037	+
MPAO1_06585	1376046	1377341	+
MPAO1_06590	1377410	1378156	+
MPAO1_06595	1378153	1379058	+
MPAO1_06600	1379055	1379378	+
MPAO1_06605	1379375	1379896	+
MPAO1_06610	1379972	1380757	-
MPAO1_06615	1380806	1381210	-
MPAO1_06620	1381590	1383812	-
MPAO1_06625	1383926	1384396	+
MPAO1_06630	1384405	1384749	-
MPAO1_06635	1384956	1387592	+
MPAO1_06640	1387753	1388400	+
MPAO1_06645	1388504	1389184	+
MPAO1_06650	1389258	1389605	+
MPAO1_06655	1389624	1390490	+
MPAO1_06660	1390563	1391387	+
MPAO1_06665	1391392	1392087	+
MPAO1_06670	1392143	1392928	+
MPAO1_06675	1392957	1394234	+
MPAO1_06680	1394241	1394879	-
MPAO1_06685	1394975	1396078	+
MPAO1_06690	1396083	1399160	+
MPAO1_06695	1399200	1399880	-
MPAO1_06700	1400017	1400415	-
MPAO1_06705	1400559	1403063	-
MPAO1_06710	1403347	1404270	+
MPAO1_06715	1404267	1405001	+
MPAO1_06720	1405012	1406859	+
MPAO1_06725	1406863	1407843	+
MPAO1_06730	1407850	1408272	-
MPAO1_06735	1408269	1409474	-
MPAO1_06740	1409569	1410603	-
MPAO1_06745	1410633	1411256	-
MPAO1_06750	1411269	1411616	-
MPAO1_06755	1411919	1412272	+
MPAO1_06760	1412287	1412580	-
MPAO1_06765	1412902	1413261	-
MPAO1_06770	1413499	1415244	+
MPAO1_06775	1415296	1416504	-
MPAO1_06780	1416522	1419224	-
MPAO1_06785	1419391	1420176	-
MPAO1_06790	1420441	1421181	+
MPAO1_06795	1421312	1422181	+
MPAO1_06800	1422380	1423117	+
MPAO1_06805	1423120	1423677	+
MPAO1_06810	1423693	1424448	+
MPAO1_06815	1424442	1425257	+
MPAO1_06820	1425254	1426444	+
MPAO1_06825	1426470	1427822	+
MPAO1_06830	1427893	1430286	+
MPAO1_06835	1430337	1430843	+
MPAO1_06840	1430843	1431904	+
MPAO1_06845	1431950	1432390	+
MPAO1_06850	1432387	1433163	+
MPAO1_06855	1433167	1434303	+
MPAO1_06860	1434303	1434908	+
MPAO1_06865	1435125	1436540	+
MPAO1_06870	1436670	1440191	+
MPAO1_06875	1440341	1441291	+
MPAO1_06880	1441361	1442689	+
MPAO1_06885	1442860	1444488	+
MPAO1_06890	1444491	1445336	+
MPAO1_06895	1445382	1446671	+
MPAO1_06900	1446736	1447020	+
MPAO1_06905	1447040	1447744	+
MPAO1_06910	1447805	1448053	-
MPAO1_06915	1448019	1449245	-
MPAO1_06920	1449321	1450229	-
MPAO1_06925	1450361	1451473	+
MPAO1_06930	1451527	1452378	+
MPAO1_06935	1452449	1452922	+
MPAO1_06940	1452919	1453986	+
MPAO1_06945	1453974	1454723	+
MPAO1_06950	1454756	1455391	+
MPAO1_06955	1455437	1456330	+
MPAO1_06960	1456435	1457439	+
MPAO1_06965	1457866	1458189	-
MPAO1_06970	1458256	1460823	-
MPAO1_06975	1460803	1460967	+
MPAO1_06980	1460949	1461956	-
MPAO1_06985	1462104	1462610	+
MPAO1_06990	1462744	1463784	+
MPAO1_06995	1463790	1464251	+
MPAO1_07000	1464273	1465343	-
MPAO1_07005	1465426	1466829	-
MPAO1_07010	1467009	1469414	+
MPAO1_07015	1469538	1469759	-
MPAO1_07020	1469778	1470188	-
MPAO1_07025	1470364	1471428	-
MPAO1_07030	1471517	1472287	-
MPAO1_07035	1472280	1473173	-
MPAO1_07040	1473178	1474269	-
MPAO1_07045	1474528	1475244	+
MPAO1_07050	1475248	1476174	-
MPAO1_07055	1476307	1476960	+
MPAO1_07060	1477032	1477403	+
MPAO1_07065	1477473	1479083	-
MPAO1_07070	1479327	1479590	+
MPAO1_07075	1479590	1479742	+
MPAO1_07080	1479770	1480555	-
MPAO1_07085	1480683	1481498	+
MPAO1_07090	1481698	1483020	+
MPAO1_07095	1483110	1484183	+
MPAO1_07100	1484180	1485589	-
MPAO1_07105	1485551	1485748	+
MPAO1_07110	1485808	1486695	-
MPAO1_07115	1486809	1488536	+
MPAO1_07120	1488575	1489762	+
MPAO1_07125	1489822	1490619	+
MPAO1_07130	1490616	1492148	+
MPAO1_07135	1492171	1493376	+
MPAO1_07140	1493429	1494679	+
MPAO1_07145	1494685	1495605	-
MPAO1_07150	1495904	1496890	+
MPAO1_07155	1496907	1497236	-
MPAO1_07160	1497369	1498907	-
MPAO1_07165	1499185	1499940	-
MPAO1_07170	1499937	1500149	-
MPAO1_07175	1500146	1501663	-
MPAO1_07180	1501703	1502542	-
MPAO1_07185	1502807	1503277	+
MPAO1_07190	1503341	1504825	+
MPAO1_07195	1505021	1505806	+
MPAO1_07200	1506030	1506125	+
MPAO1_07205	1506297	1506410	+
MPAO1_07210	1506526	1506615	+
MPAO1_07215	1506790	1507212	-
MPAO1_07220	1507311	1507841	-
MPAO1_07225	1508024	1508221	+
MPAO1_07230	1508200	1508838	-
MPAO1_07235	1509203	1510381	+
MPAO1_07240	1510389	1510565	-
MPAO1_07245	1510692	1511615	-
MPAO1_07250	1511747	1513240	+
MPAO1_07255	1513256	1514152	+
MPAO1_07260	1514254	1516140	+
MPAO1_07265	1516198	1517211	-
MPAO1_07270	1517233	1517526	-
MPAO1_07275	1517622	1518542	+
MPAO1_07280	1518527	1518829	+
MPAO1_07285	1518830	1519609	-
MPAO1_07290	1519620	1520609	-
MPAO1_07295	1520937	1523807	+
MPAO1_07300	1523807	1524751	+
MPAO1_07305	1524753	1526510	+
MPAO1_07310	1526664	1528058	-
MPAO1_07315	1528055	1528468	-
MPAO1_07320	1528465	1528812	-
MPAO1_07325	1528809	1530458	-
MPAO1_07330	1530455	1531342	-
MPAO1_07335	1531339	1533327	-
MPAO1_07340	1533324	1534343	-
MPAO1_07345	1534340	1535488	-
MPAO1_07350	1535872	1537317	-
MPAO1_07355	1537514	1538164	-
MPAO1_07360	1538237	1539412	-
MPAO1_07365	1539427	1540989	-
MPAO1_07370	1541019	1541234	-
MPAO1_07375	1541231	1542334	-
MPAO1_07380	1542338	1543762	-
MPAO1_07385	1543775	1545406	-
MPAO1_07390	1545427	1546899	-
MPAO1_07395	1546896	1548323	-
MPAO1_07400	1548337	1549506	-
MPAO1_07405	1549589	1551073	-
MPAO1_07410	1551213	1552523	-
MPAO1_07415	1553425	1554204	-
MPAO1_07420	1554311	1555393	-
MPAO1_07425	1555398	1556315	-
MPAO1_07430	1556593	1557060	+
MPAO1_07435	1557454	1560441	-
MPAO1_07440	1560740	1562848	+
MPAO1_07445	1562961	1563287	+
MPAO1_07450	1563370	1564521	+
MPAO1_07455	1564588	1565064	-
MPAO1_07460	1565274	1565495	-
MPAO1_07465	1565755	1566357	+
MPAO1_07470	1566536	1567210	-
MPAO1_07475	1567207	1568253	-
MPAO1_07480	1568386	1569351	+
MPAO1_07485	1569469	1570686	+
MPAO1_07490	1570778	1571164	-
MPAO1_07495	1571541	1572698	+
MPAO1_07500	1572695	1575856	+
MPAO1_07505	1575853	1577328	+
MPAO1_07510	1577916	1578110	+
MPAO1_07515	1578511	1579548	+
MPAO1_07520	1579581	1580567	+
MPAO1_07525	1580598	1582031	+
MPAO1_07530	1582031	1583482	+
MPAO1_07535	1583532	1584605	+
MPAO1_07540	1585118	1585969	+
MPAO1_07545	1586010	1587017	+
MPAO1_07550	1587014	1587790	+
MPAO1_07555	1587796	1588557	+
MPAO1_07560	1588571	1589101	+
MPAO1_07565	1589110	1589979	+
MPAO1_07570	1589972	1590805	+
MPAO1_07575	1590792	1591589	+
MPAO1_07580	1591582	1593264	+
MPAO1_07585	1593275	1594078	+
MPAO1_07590	1594090	1595574	+
MPAO1_07595	1595588	1596553	+
MPAO1_07600	1596561	1596878	+
MPAO1_07605	1596880	1597098	+
MPAO1_07610	1597121	1598140	+
MPAO1_07615	1598137	1598571	+
MPAO1_07620	1598586	1599542	+
MPAO1_07625	1600012	1601232	+
MPAO1_07630	1601294	1601473	-
MPAO1_07635	1601582	1602220	-
MPAO1_07640	1602217	1602939	-
MPAO1_07645	1602932	1603576	-
MPAO1_07650	1603576	1604610	-
MPAO1_07655	1604613	1606937	-
MPAO1_07660	1606934	1607500	-
MPAO1_07665	1607497	1608081	-
MPAO1_07670	1608260	1609294	-
MPAO1_07675	1609387	1612686	-
MPAO1_07680	1612690	1615116	-
MPAO1_07685	1615411	1615848	-
MPAO1_07690	1615845	1617071	-
MPAO1_07695	1617158	1617958	-
MPAO1_07700	1617992	1620025	-
MPAO1_07705	1620156	1621250	+
MPAO1_07710	1621351	1621917	+
MPAO1_07715	1621967	1622050	+
MPAO1_07720	1622341	1623228	+
MPAO1_07725	1623294	1624574	+
MPAO1_07730	1624699	1625424	+
MPAO1_07735	1625605	1626210	+
MPAO1_07740	1626365	1627171	+
MPAO1_07745	1627265	1628125	+
MPAO1_07750	1628122	1629021	+
MPAO1_07755	1629042	1629638	-
MPAO1_07760	1629849	1630133	-
MPAO1_07765	1630095	1631789	+
MPAO1_07770	1631911	1632369	-
MPAO1_07775	1632366	1632908	-
MPAO1_07780	1632928	1634256	-
MPAO1_07785	1634423	1635790	-
MPAO1_07790	1635976	1637316	+
MPAO1_07795	1637438	1639153	-
MPAO1_07800	1639370	1640695	+
MPAO1_07805	1641513	1641743	-
MPAO1_07810	1641795	1644554	-
MPAO1_07815	1644692	1645888	-
MPAO1_07820	1645885	1647642	-
MPAO1_07825	1647683	1649452	-
MPAO1_07830	1649595	1650068	+
MPAO1_07835	1650223	1650975	-
MPAO1_07840	1651076	1653040	-
MPAO1_07845	1653039	1653158	+
